month_ts,paper_count,word_finding_per_1k_words_monthly_mean,word_interplay_per_1k_words_monthly_mean,word_realm_per_1k_words_monthly_mean,word_insight_per_1k_words_monthly_mean,word_notably_per_1k_words_monthly_mean,word_particularly_per_1k_words_monthly_mean,word_meticulously_per_1k_words_monthly_mean,word_while_per_1k_words_monthly_mean,word_within_per_1k_words_monthly_mean,word_across_per_1k_words_monthly_mean,word_additionally_per_1k_words_monthly_mean,verb_delve_per_1k_words_monthly_mean,verb_underscore_per_1k_words_monthly_mean,verb_showcase_per_1k_words_monthly_mean,verb_enhance_per_1k_words_monthly_mean,verb_exhibit_per_1k_words_monthly_mean,verb_garner_per_1k_words_monthly_mean,verb_align_per_1k_words_monthly_mean,verb_foster_per_1k_words_monthly_mean,adjective_crucial_per_1k_words_monthly_mean,adjective_pivotal_per_1k_words_monthly_mean,adjective_comprehensive_per_1k_words_monthly_mean,adjective_intricate_per_1k_words_monthly_mean,adjective_potential_per_1k_words_monthly_mean,phrase_meticulously_delve_per_1k_words_monthly_mean,phrase_intricate_web_per_1k_words_monthly_mean,phrase_comprehensive_chapter_per_1k_words_monthly_mean,phrase_deep_dive_per_1k_words_monthly_mean,phrase_intricate_interplay_per_1k_words_monthly_mean,phrase_essential_insight_per_1k_words_monthly_mean,sequential_marker_additionally_per_1k_words_monthly_mean,sequential_marker_furthermore_per_1k_words_monthly_mean,sequential_marker_moreover_per_1k_words_monthly_mean,sequential_marker_subsequently_per_1k_words_monthly_mean,sequential_marker_further_per_1k_words_monthly_mean,causal_marker_hence_per_1k_words_monthly_mean,causal_marker_thus_per_1k_words_monthly_mean,causal_marker_consequently_per_1k_words_monthly_mean,causal_marker_accordingly_per_1k_words_monthly_mean,causal_marker_thereby_per_1k_words_monthly_mean,contrast_marker_however_per_1k_words_monthly_mean,contrast_marker_nonetheless_per_1k_words_monthly_mean,contrast_marker_nevertheless_per_1k_words_monthly_mean,contrast_marker_conversely_per_1k_words_monthly_mean,contrast_marker_alternatively_per_1k_words_monthly_mean,emphasis_marker_notably_per_1k_words_monthly_mean,emphasis_marker_crucially_per_1k_words_monthly_mean,emphasis_marker_remarkably_per_1k_words_monthly_mean,emphasis_marker_particularly_per_1k_words_monthly_mean,emphasis_marker_importantly_per_1k_words_monthly_mean,summary_marker_overall_per_1k_words_monthly_mean,summary_marker_collectively_per_1k_words_monthly_mean,summary_marker_ultimately_per_1k_words_monthly_mean,summary_marker_in_summary_per_1k_words_monthly_mean,summary_marker_taken_together_per_1k_words_monthly_mean,em_dash_per_1k_words_monthly_mean,semicolon_per_1k_words_monthly_mean,colon_per_1k_words_monthly_mean,clause_depth_monthly_mean,clause_depth_std_monthly_mean,dependency_entropy_monthly_mean,dependency_length_monthly_mean,dependency_length_std_monthly_mean,coordination_count_monthly_mean,coordination_per_sentence_std_monthly_mean,sentence_depth_std_monthly_mean,list_of_three_per_1k_words_monthly_mean,avg_words_per_sentence_monthly_mean,avg_syllables_per_word_monthly_mean,flesch_reading_ease_monthly_mean,flesch_kincaid_grade_monthly_mean,dale_chall_monthly_mean,smog_index_monthly_mean,automated_readability_index_monthly_mean,gunning_fog_monthly_mean,hedge_ratio_monthly_mean,certainty_ratio_monthly_mean,year,month
2019-06-01,14,1.1629040075014407,0.2891844997108155,0.0,0.10938525486764385,0.16966406515100102,0.0,0.0,0.35893754486719315,0.0,0.3962469875125089,0.31605562579013907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10938525486764385,0.0,1.4710773144605382,0.0,0.0,0.0,0.0,0.0,0.0,0.31605562579013907,0.26652452025586354,0.0,0.2834467120181406,0.0,0.0,0.0,0.0,0.0,0.0,0.9817261052042486,0.0,0.0,0.0,0.0,0.16966406515100102,0.0,0.0,0.0,0.26652452025586354,0.0,0.0,0.0,0.0,0.27472527472527475,0.0,4.11226045334073,6.3297965804125695,11.714285714285714,2.2276689271944194,2.785928369729279,3.5924229083614914,0.9126782973131756,13.785714285714286,0.9561251984032542,2.2276689271944194,5.591673062351753,21.979746834324455,2.067082017056213,22.37647897824174,14.507073978565957,13.64464053738128,15.233483476747596,16.581387519800934,17.285607091127503,0.004400160173282929,0.0012835098010155054,2019,6
2019-07-01,31,0.38513608724778736,0.0,0.0,0.4631184332110789,0.23769412925212513,0.1944034395695698,0.0,0.6071509326435031,0.8368712316138792,0.8250030691242929,0.15583606046439147,0.0,0.0,0.0,0.12700025400050802,0.0,0.0,0.0,0.0,0.0,0.0,0.08105041335710812,0.0,1.4332055033548814,0.0,0.0,0.0,0.0,0.0,0.0,0.15583606046439147,0.12312238364934744,0.0,0.12312238364934744,0.19109699704718927,0.11318619128466328,0.22321541626238267,0.0,0.0,0.0,0.942886060487503,0.0,0.0,0.0,0.0,0.23769412925212513,0.0,0.0,0.1944034395695698,0.1597286194940082,1.3824756392254807,0.0,0.14662756598240467,0.0,0.0,0.0,7.2360374835657035,5.295719908211799,12.258064516129032,2.401769228596828,2.8006728537873107,3.7288255315875327,0.9727032441315127,12.806451612903226,0.9613193635482666,2.401769228596828,5.224494042066732,23.258730623909642,2.0413694388796193,20.045300057599075,15.27302950457365,13.816315493941135,16.32381152814512,17.475727186001112,18.677189063059128,0.00448738085119988,0.0012992252298097042,2019,7
2019-08-01,36,0.8458692340321194,0.0,0.0,0.0,0.17595298136065857,0.1909181126048596,0.0,0.8261930618394293,0.3128339233589542,0.6110869346419342,0.0,0.0,0.0,0.0,0.0,0.21123785382340515,0.0,0.0,0.0,0.0,0.0,0.07869058860560278,0.0,1.0360608832618015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3728071644264239,0.10175010175010174,0.12456402590931738,0.0,0.0,0.0,1.1353999560597674,0.16835016835016836,0.0,0.0,0.0,0.17595298136065857,0.0,0.0,0.1909181126048596,0.0,0.08366800535475234,0.0,0.0,0.0,0.0,0.0,6.43991694426412,5.578763321667303,11.583333333333334,2.2243881423426632,2.7935117391907536,3.7206456518524567,0.9661722068185392,13.777777777777779,1.0876783040209816,2.2243881423426632,7.154422602015753,22.85962589516511,2.014264434503323,23.0576992443152,14.71862564905209,13.746011703748374,15.762933966604798,16.94424778920669,17.894052921561233,0.0030233147224289648,0.001243670553975124,2019,8
2019-09-01,35,0.9913044178776118,0.0,0.0,0.18881262537158325,0.0,0.11337868480725623,0.0,0.757311203558668,0.7352414650070553,0.6082014834777588,0.2228477597935726,0.0,0.10025062656641605,0.0,0.10946907498631636,0.0,0.0,0.0,0.0,0.26181295007865757,0.0,0.10240655401945725,0.0,0.7216743475711447,0.0,0.0,0.0,0.0,0.0,0.0,0.2228477597935726,0.28690393327223845,0.30047882640882967,0.08984725965858043,0.784223194636107,0.31407536358031407,0.0576036866359447,0.0,0.0,0.0,2.031652768292774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11337868480725623,0.08631851532153648,0.7442400367395089,0.0,0.0,0.0,0.0,0.07763975155279504,2.8807708973433455,4.830581725161579,11.428571428571429,2.150848780107856,2.8102035385989734,3.476589735972521,0.801926332683453,12.514285714285714,0.9601241182040139,2.150848780107856,5.0377645503485295,21.451228301800096,2.0293321209932884,19.80444950107377,15.111685374978693,13.724656952234298,15.891733537630522,16.953237751077378,18.072976576611065,0.004391512667588521,0.0008194873292603111,2019,9
2019-10-01,66,0.5374010249401887,0.0,0.0,0.053163211057947905,0.06184291898577613,0.12967755850318127,0.0,0.8158875724869448,0.5554731529722883,0.8436359551127837,0.225877408521554,0.0,0.03686500036865001,0.0,0.2896934715116533,0.12567807706696596,0.0,0.04509379509379509,0.0,0.0,0.0,0.38136753752327907,0.0,0.9151581498691863,0.0,0.0,0.0,0.0,0.0,0.0,0.225877408521554,0.30931004337571616,0.21396489913474173,0.06184291898577613,0.42205754895505454,0.0,0.07936073559192162,0.0,0.0,0.07652280379553107,0.7587633067866271,0.0,0.0,0.0,0.0,0.06184291898577613,0.0,0.0,0.12967755850318127,0.0,0.5809807462955872,0.0,0.06982265046781175,0.0,0.0,0.17746029606667116,3.3242339095847497,4.623312198766033,11.93939393939394,2.2839257810653946,2.7898552642687586,3.539344829262781,0.8496235775490886,12.348484848484848,1.0275267324867243,2.2839257810653946,6.595713123485612,24.120349320936853,2.025453042360215,17.29443911151262,15.935896489906792,13.653282522815939,16.819712610088757,17.8742684242694,19.238374728064976,0.004342475875533404,0.0008528991798446526,2019,10
2019-11-01,56,0.5131029976245622,0.0,0.0,0.07142857142857142,0.0,0.182688028482421,0.0,0.4859525681556689,1.1784251500164964,1.4655653086900455,0.2105818951827047,0.0,0.0,0.0,0.20907933838883666,0.05073051948051948,0.0,0.06663113006396588,0.0,0.17704205122749153,0.0,0.3158522009351884,0.0,1.3879301451159856,0.0,0.0,0.0,0.0,0.0,0.0,0.2105818951827047,0.26140796214603185,0.0,0.08191349934469201,0.2614972983070344,0.1387386261266115,0.20347632361095142,0.0,0.08191349934469201,0.0,1.443171072526349,0.0,0.06815703380588876,0.0,0.0,0.0,0.0,0.0,0.182688028482421,0.06663113006396588,0.47154760929519896,0.0,0.0,0.0,0.0,0.13326226012793177,6.051259334845551,4.944253725678007,12.017857142857142,2.409009615330323,2.7995135286024975,3.5181929891539516,0.8695833725308321,11.928571428571429,0.9661738245187699,2.409009615330323,5.957294682621236,22.77032523046464,2.056489209750408,18.204331743771025,15.52785941045066,13.810937026861748,16.315455793241618,17.399849149942494,18.71869451668245,0.004462413960493208,0.0009563928802005925,2019,11
2019-12-01,47,0.7471590447267347,0.0,0.0,0.3717355295482292,0.0,0.09372949667260287,0.0,0.5490165185942538,0.5709702402918523,0.862277948568067,0.11227755010385673,0.0,0.07626019980172348,0.0,0.0,0.23928570532428659,0.0,0.23553427023631937,0.0,0.06797634423220719,0.0,0.0,0.0,0.6189029191994841,0.0,0.0,0.0,0.0,0.0,0.0,0.11227755010385673,0.0,0.31240240727305035,0.0,0.25215959742011224,0.09092562284051647,0.16866649012685583,0.05910165484633569,0.07851142341210646,0.0,1.0893368541404227,0.04948045522018803,0.07236937328122738,0.09456264775413711,0.0,0.0,0.0,0.0,0.09372949667260287,0.1669163320430592,0.4646308259916401,0.0,0.0,0.0,0.0,0.14473874656245475,3.543467349019103,3.9977026956757697,11.659574468085106,2.1582219794053628,2.8206768738884236,3.6412335127428372,0.873677220719937,13.063829787234043,0.9961767134101335,2.1582219794053628,6.611680689293745,24.563523630451037,2.020532007014343,18.954937003840218,15.786448519816442,13.777165850405142,16.730262861260687,17.946423860880692,19.157762036931256,0.00447395429111788,0.001199896681365053,2019,12
2020-01-01,78,1.5262408516769226,0.12425291866409631,0.0,0.21100747247446103,0.0,0.11346514156938274,0.0,0.8404669158551633,0.9677662238171866,0.5601435586833498,0.05723443223443224,0.0,0.0,0.0,0.27595564735353767,0.04390586582367404,0.0,0.0,0.08097165991902834,0.08288680163680165,0.0,0.1481326380221218,0.0,0.7135750863844442,0.0,0.0,0.0,0.0,0.0,0.0,0.05723443223443224,0.18656635300583485,0.23761611247732006,0.04360718646432932,0.5265166207630257,0.0,0.22882250199344467,0.09358038555118847,0.0,0.0,1.1696822077438145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11346514156938274,0.0,0.4799551568168076,0.028239015023155994,0.0,0.0,0.0,0.077000077000077,3.4310236024587493,2.53552555783361,11.705128205128204,2.261416935010177,2.758016568764347,3.4761292444765868,0.7897701683963484,11.871794871794872,0.9552609770126088,2.261416935010177,5.8564681888253745,23.56738102457024,2.040109908864531,15.789424432086301,16.287944346216612,13.693649769326047,16.90255245523933,18.330696188688695,19.444994184294927,0.005010028130191518,0.0009031539308387856,2020,1
2020-02-01,152,0.918698819355268,0.0,0.0,0.13723893458584774,0.08461146216605343,0.08855239141754503,0.01608544588856003,0.541431216610491,0.4247578004535338,0.7204433097904039,0.11061791870724547,0.0,0.0,0.0,0.33927945969980816,0.1808292101458724,0.0,0.0,0.0,0.18086558526674668,0.06698928171492562,0.042630954417462945,0.0,1.2397276159470998,0.0,0.0,0.0,0.0,0.0,0.0,0.11061791870724547,0.1829409395337082,0.1515427199701208,0.05876988337326536,0.21275276550876385,0.10867310412146064,0.26862088853198857,0.0,0.014148273910582909,0.02511048613901165,1.1547335235560496,0.0,0.0,0.0,0.0,0.08461146216605343,0.0,0.0,0.08855239141754503,0.13093686433411933,0.24939997083550522,0.030040855563566445,0.027412280701754388,0.03738038277511962,0.0,0.0,2.486434871003997,4.059657517193815,11.605263157894736,2.2419380987094106,2.793602990482332,3.4187261898948824,0.75741350843623,10.394736842105264,0.9248995874832162,2.2419380987094106,5.305388836838119,22.44998241500253,2.009736463739321,21.691617362248586,15.199132400075655,13.479371259880661,16.23448773537486,17.107849115823143,18.42278330745087,0.005662089471165031,0.001954958397642389,2020,2
2020-03-01,318,0.8943909699120958,0.019654088050314465,0.0,0.21173656241951952,0.06287418610172033,0.2052648341321098,0.0,0.8268805754851409,0.813211921363848,0.587937641678388,0.07828514882145553,0.0,0.024265863590434058,0.0,0.011476839737409907,0.15408076333644763,0.0,0.018318373328448434,0.013048357211827032,0.11214455318064243,0.0,0.17887099338253676,0.0,0.9389601629551872,0.0,0.0,0.0,0.0,0.0,0.0,0.07828514882145553,0.06610331885616792,0.22376192924403882,0.060909623537776146,0.3594840295568256,0.06068544107783202,0.17879687771925482,0.019342118398722172,0.06318184603638774,0.04500705387722087,1.1154343914900258,0.034928598023689514,0.0236403542440678,0.06262626592585835,0.0,0.06287418610172033,0.0,0.02317832455288884,0.2052648341321098,0.08719584221144125,0.4736257382955208,0.06976379017973146,0.026211745698516795,0.02370208450512178,0.0,0.09492085453639226,2.054813195665061,4.0178947470488025,11.676100628930818,2.163288167590195,2.786942134360549,3.507458078061205,0.775650407700942,11.657232704402515,0.9586244158580214,2.163288167590195,5.019057649476651,21.77622725570244,2.0248589984454184,24.80943244993978,14.581668589081774,13.43629952976574,15.628913614180197,16.4978698066681,17.49923994819883,0.005326781012967267,0.0024350890135166592,2020,3
