month_ts,paper_count,word_count_monthly_mean,sentence_count_monthly_mean,month_monthly_mean,em_dash_count_monthly_mean,em_dash_per_1k_words_monthly_mean,semicolon_count_monthly_mean,semicolon_per_1k_words_monthly_mean,colon_count_monthly_mean,colon_per_1k_words_monthly_mean,clause_depth_monthly_mean,dependency_entropy_monthly_mean,dependency_length_monthly_mean,dependency_length_norm_monthly_mean,coordination_count_monthly_mean,coordination_density_monthly_mean,list_of_three_monthly_mean,word_finding_monthly_mean,word_interplay_monthly_mean,word_realm_monthly_mean,word_insight_monthly_mean,word_notably_monthly_mean,word_particularly_monthly_mean,word_meticulously_monthly_mean,word_while_monthly_mean,word_within_monthly_mean,word_across_monthly_mean,word_additionally_monthly_mean,marker_words_total_monthly_mean,marker_words_total_per_1k_words_monthly_mean,verb_delve_monthly_mean,verb_underscore_monthly_mean,verb_showcase_monthly_mean,verb_enhance_monthly_mean,verb_exhibit_monthly_mean,verb_garner_monthly_mean,verb_align_monthly_mean,verb_foster_monthly_mean,marker_verbs_total_monthly_mean,marker_verbs_total_per_1k_words_monthly_mean,adjective_crucial_monthly_mean,adjective_pivotal_monthly_mean,adjective_comprehensive_monthly_mean,adjective_intricate_monthly_mean,adjective_potential_monthly_mean,marker_adjectives_total_monthly_mean,marker_adjectives_total_per_1k_words_monthly_mean,phrase_meticulously_delve_monthly_mean,phrase_intricate_web_monthly_mean,phrase_comprehensive_chapter_monthly_mean,phrase_deep_dive_monthly_mean,phrase_intricate_interplay_monthly_mean,phrase_essential_insight_monthly_mean,marker_phrases_total_monthly_mean,marker_phrases_total_per_1k_words_monthly_mean,marker_density_monthly_mean,hedge_count_monthly_mean,certainty_count_monthly_mean,hedge_ratio_monthly_mean,certainty_ratio_monthly_mean,avg_words_per_sentence_monthly_mean,avg_syllables_per_word_monthly_mean,flesch_reading_ease_monthly_mean,flesch_kincaid_grade_monthly_mean,dale_chall_monthly_mean
2015-01-01,15,152.4,5.933333333333334,1.0,0.0,0.0,0.06666666666666667,0.22371364653243847,0.3333333333333333,2.109787455180482,11.533333333333333,2.714386058674313,3.1712956596367237,3.0098269360714327,3.8666666666666667,0.5439316239316239,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.4,2.6874685410229815,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.40404040404040403,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,2.2955974842767293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6874685410229815,0.4,0.2,0.0028751365593470855,0.001506793037069728,25.47047619047619,1.8930857903661729,20.27026732704523,16.405768607892853,12.466033559053159
2015-02-01,15,131.2,5.2,2.0,0.0,0.0,0.2,1.0638297872340425,0.5333333333333333,4.884663310404096,10.8,2.6571637248680964,3.3669138106045513,3.2392513099300686,3.6,0.6006613756613757,0.6666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.4,2.5655578452397094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4535147392290249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5655578452397094,0.13333333333333333,0.2,0.0008143800440205429,0.0017087157968353878,25.102724867724866,1.9565706076492317,11.20716260175745,17.64717678778194,13.014369088857402
2015-03-01,15,153.0,5.666666666666667,3.0,0.0,0.0,0.0,0.0,0.7333333333333333,3.910920445768362,14.066666666666666,2.7325717544497867,3.4023103060489466,3.271706432563239,5.066666666666666,0.7791919191919192,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.6999559082892416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472222222222222,0.4666666666666667,0.2,0.0030623660410894456,0.0014874349983302324,29.31851851851852,1.9177439683334323,14.193745184303975,18.23781934562681,12.846497212704808
2015-04-01,15,175.0,6.8,4.0,0.0,0.0,0.06666666666666667,0.29239766081871343,0.2,1.7199011912139364,12.066666666666666,2.8018573414705643,3.430058418320185,3.2513657863924945,4.6,0.6174257224257224,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.13333333333333333,0.0,0.5333333333333333,2.83066498685248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333,0.4,2.3644179894179893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83066498685248,0.4,0.26666666666666666,0.001990784674739708,0.0016451304296149771,26.539579124579124,1.8907219596017422,18.24885821964568,16.798067715839505,12.676835833842025
2015-05-01,15,182.66666666666666,7.666666666666667,5.0,0.0,0.0,0.2,0.796812749003984,0.5333333333333333,3.2149221330974598,12.8,2.7178382056316237,3.2874850206895947,3.1053966380283744,5.4,0.6208598808598809,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.2,0.7175868445077324,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.23809523809523808,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.5312084993359893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7175868445077324,0.4666666666666667,0.06666666666666667,0.0027953347793616477,0.0003853564547206166,24.873501683501683,1.881151072540479,22.348359694872297,15.833639721129458,12.439163940571175
2015-06-01,15,153.53333333333333,6.466666666666667,6.0,0.0,0.0,0.06666666666666667,0.3436426116838488,0.8666666666666667,6.246269584876231,11.0,2.7101090983553795,3.269676349292742,3.1293813824947487,4.8,0.6053872053872055,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.26666666666666666,1.2606810588754296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.9605235275370879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2606810588754296,0.2,0.4,0.0007677717927319626,0.002623513679586893,23.901464646464646,1.9053656834354724,19.893982045652653,16.098448233088742,12.662529964410416
2015-07-01,15,173.53333333333333,7.133333333333334,7.0,0.13333333333333333,0.47961630695443647,0.26666666666666666,1.6754361905376534,0.4,1.888011228546462,12.133333333333333,2.778413565511231,3.2884618035452706,3.1103252836919917,5.733333333333333,0.7444708994708995,1.0666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.2,0.06666666666666667,0.0,0.0,0.4666666666666667,3.1440400100472043,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.42735042735042733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1440400100472043,0.06666666666666667,0.26666666666666666,0.00040899795501022495,0.001508908539693048,25.52008621008621,1.9072979017527636,19.0301056698993,16.72279608824923,12.825612197445247
2015-08-01,15,174.53333333333333,7.4,8.0,0.06666666666666667,0.2424242424242424,0.4666666666666667,2.093793708158986,0.26666666666666666,1.1414153550402497,11.466666666666667,2.786517800274386,3.1897400762332637,3.0421604669489346,5.866666666666666,0.7239634439634439,0.6,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.4,2.3047604643317245,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.2424242424242424,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.2,1.1213809921277884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3047604643317245,0.13333333333333333,0.3333333333333333,0.0008788179037608237,0.0020583307215091646,23.930670995670994,1.9079748379818589,19.518440467696273,16.115339634913713,12.947260090965129
2015-09-01,15,174.6,7.333333333333333,9.0,0.13333333333333333,0.6498718779907999,0.06666666666666667,0.4694835680751174,0.6,3.2023850544085906,12.466666666666667,2.75819121380935,3.294510071629424,3.1254353296021757,5.6,0.7255823805823806,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.26666666666666666,1.6262828948107746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.2,1.243257978464474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6262828948107746,0.13333333333333333,0.06666666666666667,0.0007427076117909644,0.0006006006006006006,25.348326118326117,1.930121084679279,17.43663884685184,16.572553135777806,12.990752503317903
2015-10-01,15,150.33333333333334,6.066666666666666,10.0,0.0,0.0,0.2,1.297492024240204,0.13333333333333333,0.5312084993359893,11.6,2.7382846092233666,3.228243279744669,3.1136649661874807,3.6666666666666665,0.5069271469271469,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.0,0.26666666666666666,1.6816038956260362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6816038956260362,0.3333333333333333,0.2,0.003232725930400349,0.0013687922237879948,25.716392496392494,1.9016154461911865,23.812896753575146,15.797224558013687,12.633510052577805
