corpus,feature,family,pre_mean_abstract,post_mean_abstract,slope_change_per_year_abstract,slope_change_per_year_ci_low_abstract,slope_change_per_year_ci_high_abstract,standardized_slope_change_per_year_abstract,standardized_slope_change_per_year_ci_low_abstract,standardized_slope_change_per_year_ci_high_abstract,slope_change_q_abstract,pre_mean_title,post_mean_title,slope_change_per_year_title,slope_change_per_year_ci_low_title,slope_change_per_year_ci_high_title,standardized_slope_change_per_year_title,standardized_slope_change_per_year_ci_low_title,standardized_slope_change_per_year_ci_high_title,slope_change_q_title,standardized_slope_difference,same_direction,is_dependency_or_syntax
arxiv_ai,clause_depth_std,syntax,2.193977706243287,2.106430960924831,-0.068563655537129,-0.0759403187267159,-0.0611869923475422,-1.9270922070276029,-2.134425232595677,-1.7197591814595288,1.8726097300518403e-73,0.0157952598246404,0.0285406882508404,0.001417037708556,0.0003663666789546,0.0024677087381574,0.1900582709449022,0.0491384365521901,0.3309781053376143,0.0205166111883865,2.117150477972505,False,True
arxiv_ai,sentence_depth_std,syntax,2.193977706243287,2.106430960924831,-0.068563655537129,-0.0759403187267159,-0.0611869923475422,-1.9270922070276029,-2.134425232595677,-1.7197591814595288,1.8726097300518403e-73,0.0157952598246404,0.0285406882508404,0.001417037708556,0.0003663666789546,0.0024677087381574,0.1900582709449022,0.0491384365521901,0.3309781053376143,0.0205166111883865,2.117150477972505,False,True
arxiv_ai,clause_depth,syntax,11.33731480534559,11.170313930199528,-0.204476352186991,-0.2343363063255087,-0.1746163980484733,-2.13434199950914,-2.4460228053314856,-1.8226611936867936,1.502573835336393e-40,5.227112449186091,5.593408442341764,-0.0167260637349568,-0.0400370078616954,0.0065848803917817,-0.1055447848654195,-0.2526414731151721,0.041551903384333,0.2280336389985923,2.0287972146437205,True,True
arxiv_ai,dependency_entropy,syntax,2.7583225133779377,2.7712315585785707,-0.0064059760168627,-0.0075016663800914,-0.005310285653634,-0.5259673903307276,-0.6159298565405479,-0.4360049241209073,5.2877000617546684e-30,1.7333043837498827,1.8223907061533184,0.0014552976761646,-0.0037179454048128,0.006628540757142,0.0441297376163536,-0.1127411648307765,0.2010006400634837,0.5813784178177899,0.5700971279470812,False,True
arxiv_ai,list_of_three_per_1k_words,syntax,2.9968621278410565,3.899536394949636,0.5756033675354753,0.4467522179963616,0.7044545170745887,2.688280756695064,2.0864982006493182,3.2900633127408088,4.0566470431967866e-18,1.6401057287410414,1.861811096755282,0.0264149625229705,-0.0208131333104589,0.0736430583563999,0.0608488325418166,-0.0479446019420738,0.1696422670257071,0.3412172129657977,-2.6274319241532478,True,True
arxiv_ai,coordination_count,syntax,5.118382104650896,6.230118626188397,0.2184730564125318,0.1363013246529958,0.3006447881720678,0.5747054744946978,0.3585481832187274,0.7908627657706682,3.128310328310509e-07,0.2237085367137909,0.2555333763132021,0.0021084946359495,-0.0021207854265685,0.0063377746984676,0.1028536204022222,-0.103453172467101,0.3091604132715455,0.3649932284018344,-0.47185185409247554,True,True
arxiv_ai,dependency_length,syntax,3.3586434816589428,3.4180787442336604,0.0492580445786969,0.0278586468171569,0.0706574423402368,2.204313359736357,1.24668341767253,3.1619433018001835,9.190995935492838e-06,1.9532245310317289,2.10132569540362,0.0131199569362713,0.0093696482000404,0.0168702656725022,0.2578624458422284,0.1841530740748229,0.3315718176096339,7.0420286614307e-11,-1.9464509138941288,True,True
arxiv_ai,coordination_per_sentence_std,syntax,0.7635958371906618,0.7930941177511632,0.0136524009053546,0.0058746179144584,0.0214301838962508,0.8292322167391409,0.3568180036224421,1.30164642985584,0.000726061495376,0.0023380422800814,0.0040613354923794,0.0003032195231861,5.003516723394774e-05,0.0005564038791384,0.215716306344723,0.0355959977432585,0.3958366149461875,0.0378157838781602,-0.6135159103944179,True,True
arxiv_ai,dependency_length_std,syntax,0.6454351212248455,0.6593878674171214,0.0108583145613236,0.0043136076444955,0.0174030214781517,1.0655658029366402,0.4233099683474469,1.7078216375258333,0.0012740356676415,0.0042916639821529,0.0077853746234265,0.0003108991589036,-3.396140442411442e-05,0.0006557597222313,0.1428897537844146,-0.0156087161298455,0.3013882236986747,0.1287187837899448,-0.9226760491522256,True,True
arxiv_ai,avg_words_per_sentence,syntax,24.226804695008315,24.190543717958807,0.2037984247421118,0.0014188548457141,0.4061779946385094,0.7884682182893819,0.0054893552471131,1.5714470813316506,0.0484111681083972,9.36960101022804,10.595856132568288,0.0831620815142863,0.0437821828450678,0.1225419801835049,0.1807208415233965,0.0951437576286809,0.266297925418112,0.0001743288943487,-0.6077473767659853,True,True
arxiv_qbio,clause_depth_std,syntax,2.257819719388824,2.1642944872400034,-0.0684722894634841,-0.0800930223006831,-0.0568515566262852,-1.122670343881046,-1.3132036564475165,-0.932137031314576,3.7422868179622494e-30,0.017775547978656,0.0182064394615544,0.0002414547035969,-0.0026026945291304,0.0030856039363242,0.0185681898637642,-0.2001506926738261,0.2372870724013546,0.8678463831392171,1.14123853374481,False,True
arxiv_qbio,sentence_depth_std,syntax,2.257819719388824,2.1642944872400034,-0.0684722894634841,-0.0800930223006831,-0.0568515566262852,-1.122670343881046,-1.3132036564475165,-0.932137031314576,3.7422868179622494e-30,0.017775547978656,0.0182064394615544,0.0002414547035969,-0.0026026945291304,0.0030856039363242,0.0185681898637642,-0.2001506926738261,0.2372870724013546,0.8678463831392171,1.14123853374481,False,True
arxiv_qbio,clause_depth,syntax,11.69769371294169,11.48766312170377,-0.1918016956414205,-0.2351983984423931,-0.1484049928404479,-1.3095539952944553,-1.605851300412476,-1.0132566901764342,1.5361342146732836e-17,5.749207151589282,5.84997158153609,-0.0378299655819532,-0.0628726057751469,-0.0127873253887594,-0.3311784986907828,-0.5504116873773675,-0.1119453100041982,0.0170069621036905,0.9783754966036724,True,True
arxiv_qbio,list_of_three_per_1k_words,syntax,3.2359654168749623,4.1525381233438186,0.4650873919802457,0.3175953647118142,0.6125794192486771,1.1403583394697163,0.7787192879686289,1.5019973909708042,1.5976910371997914e-09,2.8753384172144782,2.629536181653848,0.1246988456723682,-0.055259643217424,0.3046573345621605,0.108542837098562,-0.0481001922634686,0.2651858664605927,0.3286058737149067,-1.0318155023711544,True,True
