domain,topic_id,topic_label,topic_count,topic_share,feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_sd,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,standardized_slope_change_per_year,standardized_slope_change_per_year_se,standardized_slope_change_per_year_ci_low,standardized_slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,slope_change_q,level_shift_q
arxiv_titles,0,"learning, neural, deep, networks, based, neural networks, models",174804,0.4334911357059073,avg_words_per_sentence,syntax,2022-11-30,136,95,41,9.364067020081405,10.593418749098072,0.5657292007145202,0.018354462588502048,0.22025355106202457,-0.04146919609887223,0.0558474423701245,-0.15093018314431625,0.06799179094657179,0.45775766403848744,0.0006956662137135019,0.008347994564562023,0.0019324585614129929,0.023189502736955914,-0.03710343079987157,0.05379941992899561,0.014756167003609579,0.04099046453261985,-0.06558514348032533,0.09509747748754448,0.7188544352527602,0.01905012880221555,0.2286015456265866,0.9048371856744292,monthly_segmented_wls_hac,6,0.7652695725723484,0.45775766403848744
arxiv_titles,0,"learning, neural, deep, networks, based, neural networks, models",174804,0.4334911357059073,certainty_ratio,other,2022-11-30,136,95,41,0.0001593243484665097,0.0005200463986607073,0.0001774537078502213,1.9143702892982906e-06,2.297244347157949e-05,0.00029570136505110387,7.802307195796635e-05,0.0001427761440134898,0.00044862658608871796,0.00015069453385586456,-3.002775777088631e-06,-3.603330932506357e-05,4.111543211577114e-06,4.933851853892536e-05,-0.0001327368056613573,6.067018701123014e-05,-0.20305751714964027,0.2780359967489055,-0.7480080707774952,0.3418930364782145,0.4651896209398783,-1.0884054877903403e-06,-1.3060865853484084e-05,0.5021644931095203,monthly_segmented_wls_hac,6,0.4651896209398783,0.00015069453385586456
arxiv_titles,0,"learning, neural, deep, networks, based, neural networks, models",174804,0.4334911357059073,clause_depth,syntax,2022-11-30,136,95,41,5.1791267269453165,5.570741723177675,0.1996356591980023,0.006562754795401703,0.07875305754482044,0.02829476515043325,0.020413634232763284,-0.011715957945782784,0.06830548824664928,0.16572494432237192,-0.00389344290113081,-0.046721314813569725,0.0010041436680136543,0.012049724016163851,-0.07033877388525087,-0.02310385574188857,-0.2340329127634992,0.06035857553991752,-0.3523357208217375,-0.11573010470526082,0.00010558896411852893,0.002669311894270893,0.032031742731250715,0.8883448055196969,monthly_segmented_wls_hac,6,0.00044347679799377533,0.43276493456538956
arxiv_titles,0,"learning, neural, deep, networks, based, neural networks, models",174804,0.4334911357059073,clause_depth_std,syntax,2022-11-30,136,95,41,0.009393201768074193,0.01587305089281001,0.006015041363669785,0.00011522260860563727,0.0013826713032676474,-0.0020200569453257193,0.0015529973463005702,-0.005063931744074837,0.0010238178534233981,0.19334500129840038,5.244273706417803e-05,0.0006293128447701364,6.453388688167198e-05,0.0007744066425800639,-0.0008885241746867886,0.0021471498642270615,0.10462319487462207,0.12874502364312876,-0.14771705146591024,0.35696344121515444,0.4164252086860527,0.0001676653456698153,0.002011984148037784,0.39417515912028667,monthly_segmented_wls_hac,6,0.5829952921604737,0.43276493456538956
arxiv_titles,0,"learning, neural, deep, networks, based, neural networks, models",174804,0.4334911357059073,colon_per_1k_words,punctuation,2022-11-30,136,95,41,20.984262471442936,35.483947828363796,4.1467901642385145,0.13470390769412682,1.6164468923295219,0.23036773565962199,0.32170811814057687,-0.4001801758959087,0.8609156472151527,0.4739438977718041,0.24812787910955414,2.9775345493146497,0.01154796597507556,0.13857559170090672,2.7059263895808727,3.249142709048427,0.7180335708791337,0.03341755579917406,0.6525351615127526,0.7835319802455148,2.072573009562696e-102,0.38283178680368096,4.593981441644171,0.9667081527828517,monthly_segmented_wls_hac,6,4.145146019125392e-102,0.4739438977718041
arxiv_titles,0,"learning, neural, deep, networks, based, neural networks, models",174804,0.4334911357059073,coordination_count,syntax,2022-11-30,136,95,41,0.21043636920973008,0.24274542993611029,0.025194260149465672,0.000513831149528534,0.006165973794342409,-0.0039793732173286685,0.00415113307379709,-0.012115594041970965,0.004156847607313628,0.33774851007892553,6.0887719947135276e-05,0.0007306526393656233,0.00020393240402820774,0.0024471888483384927,-0.004065837503377823,0.00552714278210907,0.02900075791196112,0.09713279270041963,-0.1613795157808614,0.21938103160478364,0.7652695725723484,0.0005747188694756693,0.006896626433708032,0.544342577872332,monthly_segmented_wls_hac,6,0.7652695725723484,0.45775766403848744
arxiv_titles,0,"learning, neural, deep, networks, based, neural networks, models",174804,0.4334911357059073,dependency_entropy,syntax,2022-11-30,136,95,41,1.7104412720883682,1.797927489575509,0.041249113458874095,0.001349376646133819,0.016192519753605826,0.004854484585842089,0.004195945868703127,-0.0033695693168160398,0.013078538488500218,0.24729424832307975,-0.0004244956747815514,-0.0050939480973786165,0.000183363710760775,0.0022003645291293,-0.009406662574472044,-0.0007812336202851888,-0.12349230493056171,0.053343316852690476,-0.22804520596183503,-0.018939403899288377,0.020610340276658548,0.0009248809713522676,0.011098571656227211,0.9193458787774297,monthly_segmented_wls_hac,6,0.04809079397886995,0.43276493456538956
arxiv_titles,0,"learning, neural, deep, networks, based, neural networks, models",174804,0.4334911357059073,dependency_length,syntax,2022-11-30,136,95,41,1.9616102754972082,2.1056689820680705,0.05645240571329705,0.0018920968835220429,0.022705162602264514,0.004147318846105613,0.0051352921816286996,-0.0059178538298866375,0.014212491522097864,0.4193145084105924,0.0007355741556879043,0.008826889868254851,0.0001919170405026688,0.0023030044860320254,0.004313001075632082,0.013340778660877621,0.15635985316699666,0.04079550653214351,0.0764006603639954,0.23631904596999795,0.0001267076565696501,0.002627671039209947,0.031532052470519364,0.9165116753494446,monthly_segmented_wls_hac,6,0.00044347679799377533,0.45775766403848744
arxiv_titles,0,"learning, neural, deep, networks, based, neural networks, models",174804,0.4334911357059073,marker_words_total_per_1k_words,marker_words,2022-11-30,136,95,41,0.4531013532579485,0.7099931229943202,0.3087986609236324,0.0004216805321000311,0.005060166385200373,0.000984319933132638,0.06495966596805651,-0.12633662536425813,0.1283052652305234,0.987910288448553,0.010697167581172765,0.12836601097407319,0.002260355436753202,0.027124265241038427,0.07520245110163787,0.1815295708465085,0.415694843332947,0.08783802740565123,0.24353230961787056,0.5878573770480234,2.217541515743685e-06,0.011118848113272796,0.13342617735927356,0.40328165106272507,monthly_segmented_wls_hac,6,3.3263122736155276e-06,0.987910288448553
arxiv_titles,0,"learning, neural, deep, networks, based, neural networks, models",174804,0.4334911357059073,semicolon_per_1k_words,punctuation,2022-11-30,136,95,41,0.030107114319699143,0.01604339160489239,0.08251199555485349,4.8195921761120335e-05,0.000578351061133444,-0.012249121262317914,0.007529586029458921,-0.027007109880057396,0.0025088673554215703,0.10377984378649409,-0.00018190772446177427,-0.0021828926935412913,0.00023568352051905924,0.0028282022462287107,-0.007726169096149564,0.003360383709066982,-0.02645545873496802,0.034276255557878714,-0.0936369196284103,0.040726002158474266,0.44021483738908634,-0.00013371180270065395,-0.0016045416324078474,0.032834947064191655,monthly_segmented_wls_hac,6,0.44021483738908634,0.20755968757298818
