domain,topic_id,topic_label,topic_count,topic_share,feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_sd,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,standardized_slope_change_per_year,standardized_slope_change_per_year_se,standardized_slope_change_per_year_ci_low,standardized_slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,slope_change_q,level_shift_q
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,automated_readability_index,readability,2022-11-30,136,95,41,17.701566655899896,19.342043260738045,0.24591485186696116,0.006985999505583328,0.08383199406699994,-0.2097968824913824,0.0911779537676967,-0.38850567187606794,-0.031088093106696857,0.02139385618628852,0.06528024108210825,0.783362892985299,0.0033295004279274873,0.039954005135129846,0.7050530429204446,0.8616727430501535,3.1855046046958355,0.16247089117148883,2.8670616579997175,3.5039475513919536,1.357665279200563e-85,0.07226624058769159,0.867194887052299,0.9849259060540443,monthly_segmented_wls_hac,6,1.357665279200563e-85,0.04991899776800654
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,avg_syllables_per_word,readability,2022-11-30,136,95,41,1.8939349538935304,1.9826069516241351,0.010393839413379118,0.0002795483106912981,0.0033545797282955774,-0.001719680702736745,0.0025207185056133584,-0.0066602889737389275,0.0032209275682654375,0.49510082221089513,0.003398406526959624,0.040780878323515485,0.00012156684984673305,0.0014588021981607965,0.03792162601512032,0.04364013063191065,3.923562477886822,0.14035258196148412,3.648471417242313,4.198653538531331,5.724493793058995e-172,0.0036779548376509224,0.04413545805181107,0.9907669143278057,monthly_segmented_wls_hac,6,6.678576091902161e-172,0.49510082221089513
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,colon_per_1k_words,punctuation,2022-11-30,136,95,41,1.6425395143050172,2.5931735408149414,0.29529967014715586,0.008483406709685552,0.10180088051622663,-0.23046374263275288,0.11231207749167561,-0.4505954145164371,-0.010332070749068667,0.040170216544603544,0.029630052406734747,0.35556062888081696,0.004830588621993285,0.05796706346391942,0.2419451844915349,0.4691760732700991,1.2040671386582702,0.19629911349048532,0.8193208762169191,1.5888134010996215,8.578338882325912e-10,0.0381134591164203,0.45736150939704356,0.9150431560513957,monthly_segmented_wls_hac,6,1.7156677764651824e-09,0.040170216544603544
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,dale_chall,readability,2022-11-30,136,95,41,12.853438713598193,13.705096189166156,0.1195607639939993,0.004601650205098098,0.05521980246117718,-0.05532364329579048,0.018956274835492688,-0.09247794197335615,-0.018169344618224816,0.003517344447766089,0.028684512257096385,0.34421414708515663,0.0006588026492989252,0.007905631791587101,0.3287191087736459,0.35970918539666735,2.8789891899857096,0.06612229235992403,2.7493894969602586,3.0085888830111607,0.0,0.033286162462194485,0.3994339495463338,0.9938303021590205,monthly_segmented_wls_hac,6,0.0,0.0219558850261326
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,dependency_length,syntax,2022-11-30,136,95,41,3.3636009684781705,3.4212985230388813,0.02495449872447749,0.00024327341460222388,0.0029192809752266865,-0.041864701344525565,0.021887506476234,-0.08476421403794421,0.0010348113488930777,0.05578373208693874,0.00396974016776615,0.0476368820131938,0.0008864717334552944,0.010637660801463533,0.026787066842325277,0.06848669718406233,1.9089496663167793,0.4262822875712271,1.0734363826771742,2.7444629499563846,7.529795178102136e-06,0.004213013582368374,0.050556162988420486,0.807268035951637,monthly_segmented_wls_hac,6,7.529795178102136e-06,0.05578373208693874
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,em_dash_per_1k_words,punctuation,2022-11-30,136,95,41,0.4467168426834145,0.4825158185167732,0.13263744892361692,-0.0011111631253685314,-0.013333957504422376,-0.2395382692479351,0.09179639251144965,-0.4194591985703764,-0.059617339925493784,0.009068739893593457,0.016782196618626954,0.20138635942352345,0.003680011159758302,0.04416013391709962,0.1148324969460082,0.28794022190103874,1.518322020348096,0.33293865552654367,0.8657622555160706,2.170881785180122,5.106461587742369e-06,0.015671033493258425,0.1880524019191011,0.6002104196874936,monthly_segmented_wls_hac,6,5.106461587742369e-06,0.018137479787186914
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,emphasis_marker_particularly_per_1k_words,emphasis_markers,2022-11-30,136,95,41,0.1671014905699611,0.42440342683863513,0.05221556907752386,0.00015346251565692202,0.001841550187883064,0.1134483772546151,0.06383575454384185,-0.011669701651314951,0.23856645616054514,0.07553669399154067,0.00667018056307786,0.08004216675693432,0.0029227449679446703,0.03507293961533604,0.01129920511087568,0.14878512840299296,1.5329176368469073,0.6716950563779867,0.2163953263460536,2.849439947347761,0.0224797158502076,0.006823643078734782,0.08188371694481739,0.800483811016846,monthly_segmented_wls_hac,6,0.0224797158502076,0.07553669399154067
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,emphasis_markers_total_per_1k_words,discourse_marker_totals,2022-11-30,136,95,41,0.3211187744704885,0.7125926617166056,0.06645581432866253,0.0007897566300111738,0.009477079560134086,0.1879383405755722,0.08953090365917774,0.01245776940358384,0.3634189117475606,0.03580412868509068,0.007647226638841376,0.09176671966609651,0.0037507331261759647,0.045008797514111576,0.003549476538437825,0.1799839627937552,1.3808681842683754,0.6772740349176519,0.05341107582977775,2.708325292706973,0.04146381845885396,0.00843698326885255,0.1012437992262306,0.8419412293532264,monthly_segmented_wls_hac,6,0.04146381845885396,0.03580412868509068
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,flesch_kincaid_grade,readability,2022-11-30,136,95,41,15.91448156799977,16.98289670604728,0.16342861017447508,0.0025537835670981337,0.030645402805177604,-0.07369674705045365,0.035460548932256926,-0.14319942295767724,-0.004194071143230074,0.037684103320738675,0.045617156377844435,0.5474058765341332,0.0011374267724360023,0.013649121269232027,0.5206535988464385,0.5741581542218279,3.3495106881819963,0.08351733062320199,3.1858167201605205,3.513204656203472,0.0,0.04817093994494257,0.5780512793393109,0.9836898287950571,monthly_segmented_wls_hac,6,0.0,0.06594718081129268
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,flesch_reading_ease,readability,2022-11-30,136,95,41,21.072527124932307,12.555628448806903,1.0978016460735283,-0.030821434067527336,-0.369857208810328,0.5324932818818673,0.1948274375671632,0.15063150425022742,0.9143550595135072,0.006273110007466457,-0.32957665653404244,-3.9549198784085093,0.0062424931231672195,0.07490991747800663,-4.101743316665402,-3.8080964401516164,-3.602581479590547,0.06823629546005375,-3.7363246186922523,-3.4688383404888414,0.0,-0.3603980906015698,-4.324777087218838,0.9916292875345459,monthly_segmented_wls_hac,6,0.0,0.0219558850261326
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,gunning_fog,readability,2022-11-30,136,95,41,18.87242648557641,20.256521450680165,0.1702152707105761,0.0033498585572040995,0.040198302686449194,-0.049925618907462166,0.041983466716637295,-0.13221321367207128,0.03236197585714694,0.23437146719973023,0.057407355783524384,0.6888882694022926,0.0012866202415388018,0.015439442898465622,0.6586269613213,0.7191495774832852,4.047159027074822,0.09070539226012178,3.8693764582449837,4.224941595904661,0.0,0.060757214340728484,0.7290865720887418,0.9874678209852706,monthly_segmented_wls_hac,6,0.0,0.3281200540796223
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,list_of_three_per_1k_words,syntax,2022-11-30,136,95,41,2.878239398057927,3.5793142417075674,0.27074126025029555,0.0023530912654700408,0.02823709518564049,-0.28467939010550264,0.14844074882252156,-0.5756232577976449,0.006264477586639616,0.05513661333050519,0.03807337097606614,0.4568804517127937,0.004669660223874979,0.05603592268649975,0.3470500432472542,0.5667108601783332,1.6875168982016842,0.2069722311061695,1.2818513252335921,2.093182471169776,3.5398125176236477e-16,0.04042646224153618,0.4851175468984342,0.8726279366520866,monthly_segmented_wls_hac,6,7.079625035247295e-16,0.05578373208693874
