domain,topic_id,topic_label,abstract_count,abstract_share,pre_end_year,post_start_year,word_across_per_1k_words_pre_mean,word_across_per_1k_words_post_mean,word_across_per_1k_words_absolute_change,word_across_per_1k_words_pct_change,verb_underscore_per_1k_words_pre_mean,verb_underscore_per_1k_words_post_mean,verb_underscore_per_1k_words_absolute_change,verb_underscore_per_1k_words_pct_change,gunning_fog_pre_mean,gunning_fog_post_mean,gunning_fog_absolute_change,gunning_fog_pct_change,avg_syllables_per_word_pre_mean,avg_syllables_per_word_post_mean,avg_syllables_per_word_absolute_change,avg_syllables_per_word_pct_change,marker_words_total_per_1k_words_pre_mean,marker_words_total_per_1k_words_post_mean,marker_words_total_per_1k_words_absolute_change,marker_words_total_per_1k_words_pct_change,flesch_kincaid_grade_pre_mean,flesch_kincaid_grade_post_mean,flesch_kincaid_grade_absolute_change,flesch_kincaid_grade_pct_change,flesch_reading_ease_pre_mean,flesch_reading_ease_post_mean,flesch_reading_ease_absolute_change,flesch_reading_ease_pct_change,smog_index_pre_mean,smog_index_post_mean,smog_index_absolute_change,smog_index_pct_change,verb_align_per_1k_words_pre_mean,verb_align_per_1k_words_post_mean,verb_align_per_1k_words_absolute_change,verb_align_per_1k_words_pct_change,word_while_per_1k_words_pre_mean,word_while_per_1k_words_post_mean,word_while_per_1k_words_absolute_change,word_while_per_1k_words_pct_change,automated_readability_index_pre_mean,automated_readability_index_post_mean,automated_readability_index_absolute_change,automated_readability_index_pct_change,marker_verbs_total_per_1k_words_pre_mean,marker_verbs_total_per_1k_words_post_mean,marker_verbs_total_per_1k_words_absolute_change,marker_verbs_total_per_1k_words_pct_change,em_dash_per_1k_words_pre_mean,em_dash_per_1k_words_post_mean,em_dash_per_1k_words_absolute_change,em_dash_per_1k_words_pct_change,dale_chall_pre_mean,dale_chall_post_mean,dale_chall_absolute_change,dale_chall_pct_change,list_of_three_per_1k_words_pre_mean,list_of_three_per_1k_words_post_mean,list_of_three_per_1k_words_absolute_change,list_of_three_per_1k_words_pct_change,emphasis_markers_total_per_1k_words_pre_mean,emphasis_markers_total_per_1k_words_post_mean,emphasis_markers_total_per_1k_words_absolute_change,emphasis_markers_total_per_1k_words_pct_change,emphasis_marker_particularly_per_1k_words_pre_mean,emphasis_marker_particularly_per_1k_words_post_mean,emphasis_marker_particularly_per_1k_words_absolute_change,emphasis_marker_particularly_per_1k_words_pct_change,word_particularly_per_1k_words_pre_mean,word_particularly_per_1k_words_post_mean,word_particularly_per_1k_words_absolute_change,word_particularly_per_1k_words_pct_change,clause_depth_pre_mean,clause_depth_post_mean,clause_depth_absolute_change,clause_depth_pct_change,verb_exhibit_per_1k_words_pre_mean,verb_exhibit_per_1k_words_post_mean,verb_exhibit_per_1k_words_absolute_change,verb_exhibit_per_1k_words_pct_change
arxiv,0,"learning, data, model, models, neural, training, based",144427,0.3586439634172082,2022,2023,0.5924927570143323,1.960812401861559,1.3683196448472266,230.94284759570942,0.004395785633617631,0.11460965219218913,0.1102138665585715,2507.262085659714,19.609949355046425,21.117378889935985,1.5074295348895603,7.687064905660444,1.9073339360277104,1.998051749841681,0.0907178138139706,4.7562627655492316,3.097275145309821,6.966691058237546,3.8694159129277255,124.929679521277,16.606671874348596,17.722284653432208,1.1156127790836123,6.7178588673558215,17.933721284237997,9.269076920759616,-8.66464436347838,-48.31481557089751,17.21814092630566,18.143355673815325,0.9252147475096635,5.373488063953129,0.14108629149868065,0.4261612034075788,0.2850749119088981,202.0571303425067,1.3189363983130618,2.318001591844863,0.9990651935318013,75.74779153942676,18.75006101411575,20.40270686257905,1.6526458484632975,8.814082510020226,0.6821478184267746,2.466673415609503,1.7845255971827283,261.6039440393356,0.39975318207798016,0.5182145666249535,0.1184613845469733,29.633631415062744,13.182032201576456,13.99725068385776,0.8152184822813044,6.1843156640431465,2.8885790735880166,3.5675796350147064,0.6790005614266899,23.506386501072196,0.3140350377995511,0.705712994105761,0.39167795630620994,124.7242852424061,0.15655862423402764,0.41115463727339996,0.2545960130393723,162.62024164110946,0.15655862423402764,0.41115463727339996,0.2545960130393723,162.62024164110946,11.46989055417805,11.240962667061202,-0.22892788711684808,-1.9959029777617037,0.17298743870994973,0.3984915785224444,0.22550413981249465,130.35867892731815
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,2022,2023,0.7136555132501302,2.2769597433800257,1.5633042301298956,219.0558611409439,0.0054330306716587505,0.18393044812194517,0.1784974174502864,3285.4115545751124,19.379936717125286,20.836699930832737,1.4567632137074504,7.5168625933652615,1.888751302443192,1.9906383571759363,0.1018870547327444,5.394413473121025,3.157376071988549,7.637604062469098,4.480227990480548,141.89719210923306,16.305613088986274,17.50080232970815,1.1951892407218772,7.329925187107347,19.85942776992029,10.603730427681866,-9.255697342238426,-46.606062619072006,17.07112020203637,17.94777920076315,0.8766589987267821,5.13533375871964,0.16864523159841632,0.5977445186891844,0.4290992870907681,254.43902743277894,1.1527450932511876,2.144216344269077,0.9914712510178894,86.00958328276691,18.423572495420974,20.12737182353037,1.7037993281093975,9.247931303946956,0.7290433994347518,2.9694125607934843,2.2403691613587324,307.3025780215217,0.5506607602806819,0.6664010997353941,0.11574033945471218,21.018446892006107,12.964283008349808,13.838130690624002,0.8738476822741941,6.7404243004521085,3.266336771944409,4.3364755941079585,1.0701388221635493,32.762660340333156,0.279470764894762,0.7041895333430158,0.4247187684482538,151.9725215652473,0.16081165080350007,0.44373690844213465,0.2829252576386346,175.93579583630313,0.16081165080350007,0.44373690844213465,0.2829252576386346,175.93579583630313,11.478035281909374,11.30437699806607,-0.17365828384330406,-1.5129617532802702,0.13224794984548308,0.4505014521446151,0.3182535022991321,240.64910092820014
arxiv,2,"learning, policy, reinforcement, reinforcement learning, algorithm, based, problem",52876,0.1313027218570509,2022,2023,0.39398230551865715,1.315628620359357,0.9216463148406999,233.9308902787907,0.002661910957676026,0.06611209218408139,0.06345018122640536,2383.6327448683846,20.320614372560645,21.351775281436378,1.0311609088757336,5.074457346467497,1.9250611109244127,1.9916875196656618,0.06662640874124914,3.461002269650297,2.8104150319841628,5.4501063436258095,2.6396913116416467,93.92531998300676,17.16645144013125,18.064712462952432,0.8982610228211811,5.232654086687081,15.869680300164344,8.848673786697633,-7.021006513466711,-44.24163802086172,17.694376146296413,18.340759764641938,0.6463836183455243,3.6530455383182185,0.049776750901724356,0.254545620869085,0.20476886996736066,411.3745197464608,1.2745274259463184,2.0067546331318455,0.7322272071855271,57.45087883392222,19.196181111905307,20.570166423943913,1.3739853120386059,7.157597149291699,0.4459328891878077,1.5969205387948167,1.1509876496070088,258.1078179058155,0.5510431519745204,0.6987179774725288,0.14767482549800848,26.7991399528066,13.043915142877907,13.750200352930502,0.7062852100525951,5.414671916493056,2.4993607560432483,3.0173469211487123,0.517986165105464,20.724745871640025,0.31538464368030944,0.6004543500103743,0.28506970633006484,90.38794755619953,0.1444076733876597,0.3226160330187253,0.17820835963106563,123.40643364059238,0.1444076733876597,0.3226160330187253,0.17820835963106563,123.40643364059238,11.668613621335684,11.474545879784829,-0.19406774155085493,-1.6631602335003048,0.19160555901770482,0.3299017428735251,0.13829618385582026,72.17754253311688
arxiv,3,"data, adversarial, learning, privacy, model, models, attacks",29512,0.0732847781119087,2022,2023,0.6633145661580446,2.1758168869594066,1.512502320801362,228.02187649245525,0.006336226669125403,0.1973433415731475,0.1910071149040221,3014.5246513156553,19.636097597823273,20.796496164406037,1.1603985665827636,5.909517208304147,1.9413640814484057,2.0142973530033714,0.07293327155496576,3.7568054468460126,3.566086736423934,7.8946242198722505,4.328537483448317,121.38060017544517,16.874110510888656,17.72898386651978,0.8548733556311241,5.066183222395544,16.007341717737493,8.992238649647605,-7.015103068089887,-43.824285079867806,17.24436982209087,17.928118671322835,0.6837488492319643,3.965055587917449,0.07483095294845574,0.3886706359213417,0.313839682972886,419.3982177255737,1.6873995016323595,2.8172087930080494,1.1298092913756899,66.9556492272715,18.638092700958367,20.08915402168043,1.4510613207220615,7.7854603687395985,0.6486342357600815,2.482369631480365,1.8337353957202835,282.70715522307864,0.47349321566136404,0.548642702590487,0.07514948692912293,15.871291170277049,13.109809118164193,13.921963346630806,0.8121542284666123,6.195011850640436,2.9080211550789175,3.8540583528793033,0.9460371978003859,32.531991596694986,0.32873232307310424,0.7134276592826521,0.3846953362095478,117.02388515168873,0.1722529324212561,0.4488863790651126,0.2766334466438565,160.59723498194552,0.1722529324212561,0.4488863790651126,0.2766334466438565,160.59723498194552,11.517699926632428,11.221840068787618,-0.2958598578448104,-2.568740805277383,0.15297059039348504,0.362657415161549,0.20968682476806394,137.07656107535976
arxiv,4,"data, time, learning, model, based, series, time series",26586,0.066018877435728,2022,2023,0.44348459653645517,1.732238947661024,1.288754351124569,290.59731976928566,0.0035979195998683813,0.14880961396555137,0.145211694365683,4035.990531055644,20.144547107038864,21.679447067217914,1.5348999601790503,7.619431462138599,1.913513120898132,2.013157379974084,0.09964425907595187,5.207398788526862,2.742480161897328,6.439704771393937,3.697224609496609,134.81317607558412,17.059543883819725,18.286728994827325,1.2271851110076,7.193539987733989,16.143102097397502,6.506370835173467,-9.636731262224036,-59.69565950882274,17.62862312889506,18.564695958155703,0.9360728292606417,5.3099599578274805,0.04704782249146269,0.24130287934097647,0.19425505684951377,412.8885176030482,1.1951971184743426,2.0594570745821694,0.8642599561078268,72.31108097140044,19.078071146450075,20.905103812452463,1.8270326660023883,9.576611031468717,0.6320391582154274,2.541891406733745,1.9098522485183176,302.1730890710657,0.27101015257443595,0.36048663346604154,0.08947648089160559,33.01591473294709,13.256829797960243,14.134535712737925,0.8777059147776818,6.620782858000709,3.261373776975617,4.122355651717128,0.860981874741511,26.399362158971208,0.26552636065969204,0.6699197776286832,0.4043934169689911,152.29878342936956,0.1694393723555011,0.46581991658386807,0.29638054422836696,174.91834401188072,0.1694393723555011,0.46581991658386807,0.29638054422836696,174.91834401188072,11.593126082596408,11.325286546711917,-0.26783953588449094,-2.310330569824229,0.15505032467069765,0.3435143881344409,0.18846406346374325,121.55025399915228
arxiv,7,"models, model, performance, design, based, large, memory",9316,0.0231336741966163,2022,2023,0.9037708443015924,2.441158046475485,1.5373872021738926,170.10807682803048,0.0035148712840500224,0.10298279910963025,0.09946792782558023,2829.9166537605884,19.75936738009886,20.93717515556239,1.1778077754635312,5.960756499976765,1.9176976018732053,2.0032593979117075,0.08556179603850222,4.461693853865465,3.545469335519975,7.761957384622699,4.216488049102724,118.92608989338044,16.67926043390778,17.6180742797102,0.9388138458024216,5.628629935496889,17.280503409935065,9.267331246283295,-8.01317216365177,-46.37117318610501,17.303102630589528,17.972344743274412,0.6692421126848842,3.8677578638512804,0.020699349439878133,0.23506216127739404,0.2143628118375159,1035.6016862275742,1.459859251220192,2.804088852475766,1.3442296012555741,92.07939738930507,18.70211283188906,20.318320438286495,1.6162076063974347,8.641845020000263,0.44464340046879036,1.8181776762557065,1.3735342757869162,308.90692953921956,0.5412666947996111,0.7210307149988757,0.17976402019926463,33.21172758760213,13.19233392951694,14.16191152129035,0.96957759177341,7.349553134067102,3.995305943794704,5.04854420222281,1.053238258428106,26.361892511984955,0.23966759244504357,0.5640744799938597,0.3244068875488162,135.35701019869992,0.12636747911387602,0.3632550006429079,0.23688752152903186,187.45924441173725,0.12636747911387602,0.3632550006429079,0.23688752152903186,187.45924441173725,11.480219349784567,11.138104391542216,-0.3421149582423517,-2.9800385151070454,0.10455570621856175,0.2676958554752095,0.16314014925664777,156.031798891609
arxiv,6,"ai, human, systems, intelligence, artificial, agents, artificial intelligence",7709,0.0191431402298964,2022,2023,0.5145673350993102,1.6022820825535062,1.087714747454196,211.38433656000916,0.006288667185598713,0.1873391858101842,0.1810505186245855,2878.996666244289,20.5778451806778,21.982066107519852,1.4042209268420507,6.823945435067161,1.9127143060109808,2.022409538323583,0.10969523231260236,5.73505577742945,3.2821424733015347,6.877876965825405,3.5957344925238703,109.55449136572341,17.38058476691907,18.519916391320496,1.139331624401425,6.55519730596145,16.775393321385824,7.109876553416323,-9.6655167679695,-57.617228894702464,17.92233425774152,18.776034410985062,0.8537001532435404,4.763331276866383,0.21336397970985552,0.603122779995102,0.38975880028524645,182.67319573587943,0.9416928966466779,1.7625642360265634,0.8208713393798855,87.1697495333105,18.99527754290162,20.5727985283144,1.5775209854127823,8.30480619116981,0.6398933233688027,2.3848553134107493,1.7449619900419466,272.69576448389313,0.8462803774024302,1.177068689643236,0.33078831224080585,39.087319176196225,12.633068762809389,13.711755436669893,1.0786866738605045,8.538595760960792,5.4713086397768285,7.400947707648973,1.9296390678721442,35.26832783373838,0.27104051558115694,0.522022163746546,0.25098164816538904,92.59931033825025,0.16473986900612647,0.39314664941944844,0.22840678041332196,138.6469357972039,0.16473986900612647,0.39314664941944844,0.22840678041332196,138.6469357972039,12.0470066518847,11.635863586358635,-0.4111430655260655,-3.4128234291440687,0.1291310464559383,0.2946267769359271,0.1654957304799888,128.16106972110597
arxiv,5,"quantum, classical, learning, quantum machine, machine, machine learning, neural",4096,0.0101712676587956,2022,2023,0.18602494144978463,1.0371727960290984,0.8511478545793137,457.54501947206455,0.007551325881877006,0.12554761471799594,0.11799628883611894,1562.5903408473882,20.110668881888675,21.342765795848187,1.2320969139595128,6.126583462716739,1.923654891609788,2.0066189477052494,0.08296405609546142,4.312834721930498,2.4101834870399106,5.7031856299691315,3.293002142929221,136.62869074642745,17.21984121528839,18.26313944264936,1.043298227360971,6.058698302250857,16.251907868453166,8.273865579808213,-7.978042288644954,-49.08988134329297,17.56504772654292,18.327047841366582,0.7620001148236604,4.338161368455524,0.05325162243951131,0.1325695242362359,0.0793179017967246,148.94926795295686,0.8132757236649826,1.890278488864481,1.0770027651994984,132.42775283467756,19.353339442627004,20.974761106090252,1.6214216634632486,8.377994238513487,0.9645523781880913,2.3712564418759117,1.4067040636878203,145.8400907507283,0.5113473645687439,0.6697786210978156,0.15843125652907175,30.9830982824539,13.174798540811988,14.044106788779901,0.8693082479679131,6.598265964181764,2.3877919983736526,3.5913360235104714,1.2035440251368188,50.40405638165149,0.3969073495353669,0.6946742466814874,0.2977668971461205,75.02176452381052,0.22284708955710034,0.4405821682595629,0.2177350787024626,97.70604549298909,0.22284708955710034,0.4405821682595629,0.2177350787024626,97.70604549298909,11.80731548007838,11.476803118908382,-0.3305123611699976,-2.799216822212017,0.2974516692213004,0.3969655620028408,0.09951389278154038,33.45548305109804
arxiv,8,"fuzzy, based, decision, problem, set, paper, data",3022,0.0075042897619337,2022,2023,0.1881103469108848,0.6109970253073865,0.42288667839650174,224.807771258239,0.0,0.04953437449595883,0.04953437449595883,,19.87830230192609,20.538839762331055,0.6605374604049636,3.322906807494126,1.913428528531162,1.956126241629778,0.04269771309861592,2.231476768635445,2.1327847286913952,4.062421479951582,1.9296367512601869,90.47498912110774,16.714638027160145,17.29225485832662,0.5776168311664733,3.45575435272894,18.678148139909663,14.925646972802728,-3.752501167106935,-20.090327686656224,17.373365793177957,17.819505954964942,0.44614016178698535,2.5679546905192794,0.030666339686145874,0.17560725677010894,0.14494091708396306,472.63846473807564,0.8495265326216616,1.2824738220167602,0.43294728939509863,50.963362858015955,18.21174380626452,19.07999866416404,0.8682548578995224,4.767554755524609,0.2749133460544764,0.8833241777048172,0.6084108316503407,221.3100383747026,0.5385034160859302,0.837946711034869,0.29944329494893873,55.606572958333075,12.580222159394557,12.940382556158912,0.3601603967643552,2.86290967044169,2.982929405313527,3.1939730037938943,0.21104359848036713,7.075045024680527,0.18253621215970856,0.4382043611285054,0.25566814896879686,140.0643444628412,0.0822790204729494,0.2809126246509629,0.1986336041780135,241.414643777046,0.0822790204729494,0.2809126246509629,0.1986336041780135,241.414643777046,11.673913043478262,11.831663326653306,0.15775028317504436,1.3513059638830616,0.11470217075247628,0.21176443548590015,0.09706226473342387,84.62112277097285
medarxiv,0,"sars, sars cov, vaccine, vaccination, hiv, epidemic, antibody",30109,0.3671336771896453,2022,2023,0.8586988632626592,1.4254624466913453,0.566763583428686,66.00260087398347,0.03859510889975839,0.27077148352988323,0.23217637463012483,601.56942485419,18.453037672585165,19.129269240244515,0.6762315676593502,3.6646083948768857,1.995523581057956,2.0552965565032517,0.059772975445295806,2.995352999717813,3.900280336166014,5.836175423962363,1.9358950877963488,49.63476778439313,15.227731139384991,15.761613386260382,0.5338822468753914,3.5059868209424767,23.666174795949516,17.930601613304617,-5.735573182644899,-24.23531995388856,16.31315885611748,16.631984543461993,0.3188256873445141,1.9544080343762091,0.022223952500001944,0.08902277619052783,0.06679882369052588,300.57130337423115,0.8450124513210083,1.0439674980703195,0.1989550467493112,23.54462900970094,17.4148584003259,17.924433060886447,0.5095746605605456,2.9260913229763004,0.35371912465784067,1.0477673330510116,0.6940482083931709,196.214499022222,0.1205696413876067,0.23356481463964177,0.11299517325203506,93.7177650622504,13.333335416956118,13.84726183479126,0.5139264178351421,3.8544475314224638,5.250411176119998,5.980528713549086,0.7301175374290878,13.905911612214673,0.406792080786189,0.678602879743233,0.27181079895704396,66.8181146574258,0.2587369512202661,0.4939161350777286,0.2351791838574625,90.89508968405964,0.2587369512202661,0.4939161350777286,0.2351791838574625,90.89508968405964,12.009987036058963,12.1060116354234,0.09602459936443708,0.799539575489394,0.14206531179164394,0.2580585829199987,0.11599327112835478,81.6478489122475
